ride_id,user_id,driver_id,ride_datetime,pickup_location,dropoff_location,distance_km,ride_duration_min,fare_amount,payment_method,ride_status,user_rating,driver_rating,surge_pricing,promo_code_used,vehicle_type,weather_condition,traffic_level,driver_experience_years,user_type
R003058,U6451,D321,3/1/2024 1:56,Airport,Midtown,7.41,27.00,26.63,Mobile Wallet,Completed,3.5,3.1,No,No,SUV,Clear,Low,4,Frequent
R003059,U6258,D313,1/1/2024 0:16,Suburbs,Financial District,28.73,59.00,97.18,Mobile Wallet,Completed,3.1,4.0,No,No,SUV,Foggy,Medium,8,Returning
R003060,U9548,D691,2/1/2024 3:04,Midtown,Suburbs,30.23,88.00,81.74,Credit Card,Canceled,2.4,3.2,No,No,Sedan,Clear,Medium,6,Frequent
R003061,U8186,D874,5/1/2024 7:29,Airport,University,25.07,89.00,72.24,Cash,Completed,4.6,4.4,No,No,SUV,Clear,Low,8,Returning
R003062,U7102,D234,5/1/2024 12:16,Mall,Financial District,8.11,19.00,29.88,Cash,Completed,3.5,3.7,No,No,SUV,Foggy,Medium,4,Frequent
R003063,U1619,D917,6/1/2024 21:28,University,Downtown,10.25,24.00,37.83,Mobile Wallet,Completed,3.6,3.2,Yes,Yes,Sedan,Clear,Medium,3,Frequent
R003064,U1882,D853,3/1/2024 11:30,Downtown,Downtown,6.68,18.00,32.51,Credit Card,Completed,4.0,3.8,No,No,Sedan,Foggy,Low,5,Frequent
R003065,U9988,D485,4/1/2024 9:10,University,University,7.26,17.00,24.19,Mobile Wallet,Canceled,2.3,3.2,No,No,Sedan,Rainy,Medium,3,Returning
R003066,U4642,D402,5/1/2024 15:37,Midtown,Downtown,2.24,8.00,11.44,Cash,Completed,3.6,4.7,No,No,Sedan,Clear,Medium,10,Frequent
R003067,U2296,D881,6/1/2024 23:50,Airport,Downtown,30.15,72.00,88.23,Mobile Wallet,Completed,3.4,4.8,No,No,Shared,Clear,Low,6,Returning
R003068,U9436,D386,5/1/2024 1:47,University,Suburbs,18.97,47.00,69.48,Credit Card,Completed,3.5,4.3,Yes,No,Motorcycle,Foggy,Medium,1,Frequent
R003069,U3895,D661,5/1/2024 1:43,Airport,Suburbs,12.14,38.00,43.45,Cash,Completed,3.2,3.5,No,No,Shared,Clear,Medium,8,New
R003070,U7593,D288,7/1/2024 0:16,University,Suburbs,10.85,43.00,39.69,Credit Card,Completed,3.3,4.0,No,No,Shared,Clear,Medium,3,Frequent
R003071,U1929,D396,3/1/2024 23:58,Midtown,Financial District,19.52,75.00,56.64,Mobile Wallet,Completed,3.6,4.6,No,No,Shared,Foggy,Medium,6,New
R003072,U6366,D625,1/1/2024 7:13,Financial District,University,12.11,45.00,43.00,Cash,Completed,3.5,4.6,No,No,SUV,Clear,Low,9,Returning
R003073,U9711,D488,6/1/2024 16:53,University,Downtown,30.37,93.00,86.07,Credit Card,Completed,4.4,3.8,Yes,No,SUV,Rainy,Low,7,Returning
R003074,U4212,D558,6/1/2024 4:35,Downtown,Airport,8.17,21.00,34.52,Credit Card,Completed,3.4,3.1,Yes,No,Sedan,Thunderstorm,High,4,Frequent
R003075,U3409,D843,6/1/2024 2:13,University,University,31.00,106.00,99.68,Credit Card,Completed,3.3,4.0,Yes,No,Sedan,Clear,Medium,2,Frequent
R003076,U9199,D360,1/1/2024 3:56,Midtown,Airport,23.58,66.00,85.06,Credit Card,Completed,3.0,4.0,Yes,No,SUV,Rainy,Medium,4,New
R003077,U4423,D803,5/1/2024 0:42,University,Downtown,33.53,119.00,110.26,Mobile Wallet,Completed,4.8,4.0,No,Yes,Sedan,Clear,High,10,Returning
R003078,U7976,D814,6/1/2024 14:33,Downtown,Midtown,1.51,3.00,7.28,Mobile Wallet,Completed,3.6,3.7,Yes,No,Electric,Clear,Low,5,Frequent
R003079,U8594,D872,1/1/2024 9:01,Mall,University,3.01,9.00,12.81,Credit Card,Completed,4.4,3.7,Yes,No,Sedan,Clear,High,7,New
R003080,U6158,D212,1/1/2024 15:17,Downtown,Financial District,18.03,48.00,53.27,Credit Card,Completed,4.7,4.4,Yes,Yes,Electric,Clear,Low,7,Returning
R003081,U4667,D985,5/1/2024 9:57,Midtown,Airport,32.02,80.00,112.91,Credit Card,Completed,3.9,3.8,No,Yes,SUV,Clear,Medium,5,New
R003082,U6973,D963,7/1/2024 21:52,Airport,University,25.85,86.00,82.19,Credit Card,Completed,4.3,4.3,No,No,Electric,Clear,Medium,8,New
R003083,U7236,D135,2/1/2024 19:48,University,University,22.15,73.00,65.04,Mobile Wallet,Completed,3.5,4.8,No,No,Sedan,Rainy,High,3,Returning
R003084,U9277,D178,5/1/2024 20:02,Financial District,Suburbs,2.07,4.00,14.90,Cash,Completed,4.0,3.8,No,No,SUV,Rainy,High,9,New
R003085,U3468,D374,2/1/2024 6:55,Downtown,Midtown,13.04,51.00,43.02,Cash,Completed,4.2,4.5,Yes,No,Sedan,Clear,High,1,New
R003086,U7217,D377,2/1/2024 3:28,Mall,Suburbs,12.76,35.00,36.05,Cash,Completed,3.8,4.0,No,No,Sedan,Clear,Medium,2,Returning
R003087,U4619,D773,7/1/2024 21:19,Downtown,Midtown,19.43,75.00,65.77,Cash,Completed,4.4,4.4,No,No,Sedan,Clear,Low,10,Returning
R003088,U2636,D411,3/1/2024 21:41,University,Midtown,9.77,31.00,32.05,Credit Card,Completed,3.8,3.9,No,No,Electric,Rainy,High,9,New
R003089,U9155,D628,5/1/2024 19:29,Airport,Financial District,10.08,33.00,36.58,Mobile Wallet,Completed,4.7,4.2,No,No,Electric,Thunderstorm,Low,1,New
R003090,U4583,D303,1/1/2024 2:15,University,University,22.11,87.00,61.22,Cash,Completed,3.5,4.3,No,Yes,Sedan,Rainy,Low,10,Returning
R003091,U5009,D116,6/1/2024 4:24,Mall,Suburbs,33.12,121.00,112.78,Cash,No-show,2.5,2.6,No,No,Sedan,Clear,Low,3,New
R003092,U4326,D813,6/1/2024 19:51,Mall,Suburbs,23.45,53.00,79.22,Mobile Wallet,Completed,3.6,4.3,Yes,No,Motorcycle,Foggy,Medium,2,New
R003093,U9148,D575,5/1/2024 1:18,Midtown,Airport,23.72,48.00,90.37,Credit Card,Completed,4.3,3.1,No,No,SUV,Foggy,Medium,7,New
R003094,U3217,D610,5/1/2024 10:04,Financial District,University,34.53,90.00,98.07,Mobile Wallet,Completed,4.7,3.3,No,No,Sedan,Clear,High,8,Frequent
R003095,U5967,D309,3/1/2024 9:55,University,Downtown,6.22,19.00,29.15,Mobile Wallet,Completed,4.6,3.5,Yes,No,SUV,Snowy,Medium,1,Frequent
R003096,U3369,D598,7/1/2024 7:56,Downtown,Downtown,2.15,7.00,15.02,Mobile Wallet,Canceled,1.5,2.8,No,Yes,Sedan,Clear,Medium,5,New
R003097,U4638,D501,1/1/2024 14:57,Downtown,Airport,26.35,88.00,75.75,Credit Card,Completed,3.7,4.7,No,Yes,Motorcycle,Clear,Low,6,Returning
R003098,U6722,D528,6/1/2024 22:40,Midtown,Midtown,15.92,42.00,58.07,Credit Card,Completed,3.1,4.8,No,Yes,Sedan,Clear,Medium,7,Returning
R003099,U5444,D177,2/1/2024 1:03,Airport,Airport,15.58,48.00,49.02,Credit Card,Completed,4.7,3.8,No,Yes,SUV,Clear,Medium,10,Returning
R003100,U8618,D667,6/1/2024 1:18,University,Airport,8.66,29.00,28.48,Credit Card,Completed,3.8,3.7,No,No,Electric,Clear,High,2,Returning
R003101,U4947,D179,2/1/2024 14:54,Suburbs,Suburbs,18.23,55.00,48.63,Credit Card,Completed,3.3,3.0,No,No,Electric,Clear,Medium,3,New
R003102,U2676,D405,2/1/2024 11:17,Airport,Airport,16.03,54.00,56.96,Credit Card,Completed,4.1,5.0,Yes,No,Shared,Rainy,Medium,9,New
R003103,U2196,D157,6/1/2024 13:11,Downtown,Mall,12.75,38.00,43.07,Credit Card,Completed,4.6,3.2,Yes,No,Sedan,Clear,High,7,Frequent
R003104,U3787,D629,4/1/2024 8:48,Mall,Midtown,16.05,49.00,47.22,Credit Card,Completed,4.7,3.6,No,No,Shared,Clear,Low,2,Returning
R003105,U8432,D307,3/1/2024 12:28,University,Downtown,14.05,55.00,51.34,Credit Card,Completed,3.2,4.4,No,No,Sedan,Clear,High,6,New
R003106,U8927,D610,3/1/2024 4:49,Mall,Financial District,32.96,92.00,103.41,Cash,Completed,3.2,3.8,No,No,Shared,Clear,Low,2,New
R003107,U4318,D234,2/1/2024 10:16,Downtown,University,34.33,121.00,103.07,Credit Card,Completed,4.4,3.2,Yes,No,Sedan,Rainy,Low,7,Returning
R003108,U9858,D943,4/1/2024 8:33,Financial District,Airport,29.56,79.00,93.58,Credit Card,Completed,3.4,4.8,No,Yes,Sedan,Clear,High,1,Returning
R003109,U7689,D621,2/1/2024 17:11,Airport,University,34.67,92.00,101.07,Credit Card,Canceled,1.2,1.2,Yes,Yes,SUV,Rainy,Medium,9,Frequent
R003110,U3176,D680,6/1/2024 19:47,Suburbs,Airport,10.03,39.00,32.97,Credit Card,No-show,2.4,1.4,No,No,Motorcycle,Clear,Low,8,Returning
R003111,U4743,D952,1/1/2024 19:08,Financial District,Mall,29.66,101.00,111.30,Credit Card,Completed,3.1,4.9,No,No,Shared,Clear,Low,4,Frequent
R003112,U9792,D998,3/1/2024 11:42,Suburbs,University,14.83,57.00,44.63,Credit Card,Completed,4.3,4.0,No,No,Sedan,Clear,Low,10,Frequent
R003113,U5422,D182,4/1/2024 18:52,Financial District,Suburbs,26.37,105.00,90.74,Credit Card,No-show,2.1,3.4,No,No,SUV,Snowy,Medium,9,Returning
R003114,U4824,D720,2/1/2024 14:14,Airport,Suburbs,7.85,16.00,24.41,Cash,Completed,3.1,3.3,Yes,No,SUV,Clear,Low,9,Frequent
R003115,U3451,D143,4/1/2024 2:42,Downtown,University,28.61,113.00,84.91,Credit Card,Completed,3.2,4.2,No,Yes,Electric,Clear,Low,10,New
R003116,U1628,D582,3/1/2024 8:22,Suburbs,Airport,3.84,8.00,18.85,Credit Card,Completed,4.6,4.5,No,No,Motorcycle,Rainy,High,1,Returning
R003117,U8778,D743,6/1/2024 14:23,Airport,Mall,10.20,22.00,38.52,Credit Card,Completed,3.3,4.9,Yes,Yes,Shared,Foggy,Medium,2,New
R003118,U4696,D592,3/1/2024 4:07,Suburbs,Mall,28.95,102.00,95.76,Cash,Completed,4.6,4.3,Yes,No,SUV,Rainy,Low,3,Frequent
R003119,U4674,D598,3/1/2024 11:06,Airport,Airport,26.40,71.00,82.71,Credit Card,Completed,4.1,3.2,No,Yes,Electric,Clear,Low,8,Frequent
R003120,U4929,D117,2/1/2024 18:24,Financial District,Midtown,18.04,69.00,60.89,Credit Card,Completed,4.1,4.6,No,Yes,Electric,Clear,Medium,2,Returning
R003121,U3765,D704,2/1/2024 12:49,Airport,Downtown,23.87,74.00,84.26,Cash,Completed,4.7,4.6,No,No,Sedan,Clear,High,4,Returning
R003122,U5369,D393,5/1/2024 4:30,Financial District,Downtown,7.31,20.00,26.18,Mobile Wallet,Completed,3.4,3.7,Yes,No,Sedan,Clear,Medium,5,New
R003123,U9307,D247,1/1/2024 5:33,Downtown,Mall,23.70,51.00,73.18,Mobile Wallet,Completed,4.6,3.5,No,Yes,Sedan,Clear,High,6,New
R003124,U5956,D571,7/1/2024 2:47,Financial District,Financial District,1.27,4.00,8.66,Cash,Completed,5.0,3.8,No,Yes,Sedan,Rainy,High,9,Returning
R003125,U1692,D271,1/1/2024 14:24,Midtown,Downtown,29.33,75.00,103.73,Credit Card,Completed,4.9,3.7,Yes,Yes,Electric,Clear,Medium,6,New
R003126,U4162,D662,6/1/2024 15:51,Downtown,Financial District,18.55,40.00,64.73,Credit Card,Completed,3.4,4.9,Yes,No,Shared,Snowy,High,7,Returning
R003127,U2105,D630,3/1/2024 14:22,Mall,Suburbs,33.09,111.00,96.06,Cash,Completed,3.2,3.2,No,No,SUV,Foggy,Low,10,Returning
R003128,U4008,D219,5/1/2024 14:43,Mall,Financial District,17.26,68.00,58.83,Credit Card,Completed,3.6,4.6,No,No,Sedan,Rainy,Medium,8,Returning
R003129,U3161,D935,1/1/2024 12:26,Mall,Financial District,15.72,43.00,48.19,Credit Card,Completed,4.6,3.7,No,No,SUV,Rainy,Medium,3,Returning
R003130,U9345,D836,5/1/2024 15:12,University,Downtown,16.30,42.00,52.92,Mobile Wallet,Completed,3.6,3.1,No,No,SUV,Rainy,Low,7,Returning
R003131,U4699,D165,6/1/2024 7:53,University,Mall,13.23,29.00,40.05,Credit Card,No-show,3.1,2.4,Yes,No,Shared,Rainy,High,1,New
R003132,U4786,D240,4/1/2024 2:49,Airport,Airport,6.67,16.00,24.27,Credit Card,Completed,3.7,4.9,Yes,No,Electric,Foggy,Medium,10,Returning
R003133,U5200,D545,2/1/2024 19:10,Airport,Mall,29.63,76.00,92.25,Credit Card,Completed,3.8,3.3,No,No,Sedan,Clear,Medium,9,Returning
R003134,U2913,D605,4/1/2024 12:08,Midtown,Suburbs,14.23,38.00,45.98,Cash,Completed,3.4,4.7,No,No,Electric,Clear,Medium,4,Returning
R003135,U6520,D288,2/1/2024 3:24,Airport,Midtown,18.99,62.00,68.01,Cash,Completed,3.1,4.6,No,No,SUV,Clear,Medium,4,Frequent
R003136,U2772,D257,4/1/2024 21:09,Downtown,Financial District,1.68,4.00,11.30,Cash,Canceled,2.3,2.1,No,No,Electric,Clear,Medium,1,New
R003137,U3780,D709,5/1/2024 0:55,Downtown,Financial District,3.05,6.00,18.18,Cash,Completed,3.8,4.3,No,No,Electric,Clear,Low,8,Frequent
R003138,U8423,D769,7/1/2024 13:56,Mall,University,21.30,82.00,63.22,Cash,Completed,3.7,4.9,No,Yes,Sedan,Clear,Medium,9,Returning
R003139,U3871,D345,3/1/2024 12:31,Financial District,Financial District,30.89,111.00,116.25,Cash,Completed,3.3,4.4,No,No,Sedan,Clear,Low,5,Frequent
R003140,U1660,D955,7/1/2024 4:09,Suburbs,Mall,17.78,45.00,62.09,Credit Card,Completed,3.8,3.1,No,No,Sedan,Clear,High,8,New
R003141,U7242,D847,5/1/2024 1:45,Airport,Airport,6.61,22.00,27.87,Credit Card,Completed,3.6,3.2,No,Yes,Sedan,Clear,Medium,4,Returning
R003142,U2132,D132,3/1/2024 14:18,Midtown,Midtown,4.95,16.00,25.19,Credit Card,Completed,3.3,3.3,No,No,SUV,Rainy,Medium,4,Frequent
R003143,U1699,D460,1/1/2024 13:29,Mall,Mall,31.59,110.00,106.43,Cash,Completed,3.9,4.4,No,No,Shared,Rainy,High,2,New
R003144,U8470,D852,1/1/2024 1:02,University,University,24.86,92.00,79.26,Mobile Wallet,Completed,4.5,3.3,No,Yes,Electric,Rainy,High,9,New
R003145,U7297,D429,3/1/2024 12:26,Downtown,Mall,33.85,92.00,124.65,Cash,No-show,2.5,2.0,No,Yes,Sedan,Clear,Medium,10,Returning
R003146,U8812,D611,7/1/2024 5:55,Downtown,Downtown,3.80,13.00,15.96,Credit Card,Completed,4.4,4.2,No,No,Motorcycle,Clear,Medium,4,Returning
R003147,U5557,D949,2/1/2024 13:12,Downtown,Suburbs,31.69,114.00,92.22,Credit Card,Completed,4.9,3.1,No,No,Motorcycle,Thunderstorm,High,7,Returning
R003148,U3179,D886,5/1/2024 6:10,Suburbs,Airport,29.75,101.00,109.81,Cash,Completed,5.0,3.8,Yes,No,SUV,Snowy,High,5,New
R003149,U9275,D170,2/1/2024 19:09,Suburbs,Midtown,31.37,121.00,104.23,Cash,Completed,4.2,4.7,No,Yes,Motorcycle,Foggy,High,6,New
R003150,U2422,D412,1/1/2024 9:50,Airport,Suburbs,1.20,4.00,11.77,Credit Card,Completed,3.7,4.2,Yes,Yes,Shared,Clear,Low,2,New
R003151,U4180,D827,3/1/2024 2:11,University,Downtown,26.22,95.00,75.26,Cash,Completed,4.7,4.5,No,No,Sedan,Rainy,Medium,9,Returning
R003152,U5316,D178,2/1/2024 5:44,Midtown,Suburbs,19.66,75.00,60.25,Credit Card,Completed,4.6,3.9,No,No,Sedan,Clear,High,5,Returning
R003153,U7696,D268,6/1/2024 23:40,Suburbs,University,20.49,64.00,61.95,Cash,Completed,3.1,4.6,No,No,Sedan,Clear,Low,8,Frequent
R003154,U1614,D909,3/1/2024 13:02,Financial District,Financial District,16.95,34.00,53.92,Mobile Wallet,Completed,4.9,4.2,No,Yes,SUV,Snowy,Medium,10,Returning
R003155,U5570,D279,7/1/2024 2:25,Suburbs,Financial District,26.25,95.00,76.28,Mobile Wallet,Completed,3.2,4.0,No,Yes,SUV,Clear,High,6,New
R003156,U1270,D727,5/1/2024 0:56,Downtown,Airport,34.99,129.00,120.92,Credit Card,No-show,2.1,2.6,Yes,No,SUV,Clear,Medium,3,Returning
R003157,U3468,D359,5/1/2024 5:28,Midtown,Suburbs,25.16,70.00,68.87,Cash,Completed,3.4,3.0,No,No,SUV,Clear,Medium,5,Returning
R003158,U4607,D585,4/1/2024 10:12,Airport,Mall,24.05,59.00,76.76,Mobile Wallet,Canceled,2.4,1.3,No,Yes,SUV,Clear,Medium,5,New
R003159,U4075,D871,2/1/2024 18:59,Suburbs,Financial District,23.25,92.00,70.07,Credit Card,Completed,3.2,3.5,No,No,Sedan,Clear,High,1,Frequent
R003160,U1289,D104,5/1/2024 23:50,Downtown,Airport,24.64,76.00,88.41,Credit Card,Completed,4.0,3.3,No,No,SUV,Foggy,Low,5,New
R003161,U9120,D396,6/1/2024 3:08,Mall,Airport,12.63,38.00,41.82,Credit Card,Completed,3.7,4.6,No,Yes,SUV,Snowy,Low,7,Returning
R003162,U7614,D719,5/1/2024 21:12,Financial District,University,11.89,46.00,41.23,Credit Card,Completed,3.1,3.4,No,No,Sedan,Clear,Medium,4,Returning
R003163,U4252,D954,3/1/2024 10:55,Financial District,Airport,27.67,78.00,77.36,Credit Card,Completed,3.8,4.1,Yes,No,Sedan,Clear,Medium,3,Returning
R003164,U8415,D459,3/1/2024 10:51,Mall,Downtown,2.80,10.00,14.25,Credit Card,Completed,5.0,3.9,No,No,Sedan,Clear,Medium,1,Returning
R003165,U7771,D216,7/1/2024 13:16,Airport,Mall,26.81,91.00,79.17,Mobile Wallet,Completed,4.9,3.1,Yes,No,Motorcycle,Clear,Medium,6,Frequent
R003166,U1278,D456,1/1/2024 16:24,Airport,Financial District,28.67,113.00,106.12,Mobile Wallet,Completed,3.4,3.9,Yes,No,SUV,Rainy,High,3,Returning
R003167,U1580,D942,6/1/2024 0:46,Suburbs,Financial District,18.73,54.00,64.61,Mobile Wallet,Canceled,2.1,2.5,No,Yes,Sedan,Snowy,Medium,1,Returning
R003168,U5958,D538,7/1/2024 12:11,Airport,Midtown,31.95,122.00,99.55,Mobile Wallet,Completed,3.9,5.0,Yes,Yes,SUV,Clear,Medium,5,Returning
R003169,U9445,D430,5/1/2024 10:25,University,Downtown,17.08,54.00,57.43,Mobile Wallet,Completed,3.6,3.2,Yes,Yes,Sedan,Clear,Medium,5,Returning
R003170,U5276,D624,7/1/2024 15:13,University,Financial District,7.05,21.00,24.15,Credit Card,Completed,4.8,3.5,No,No,SUV,Clear,High,10,Returning
R003171,U8997,D753,7/1/2024 0:01,Downtown,University,13.29,35.00,47.51,Cash,Completed,3.2,3.1,No,Yes,Sedan,Rainy,High,3,Frequent
R003172,U5776,D287,1/1/2024 14:03,Downtown,Financial District,31.80,99.00,90.24,Credit Card,Completed,3.4,4.1,No,No,SUV,Clear,High,1,New
R003173,U1824,D380,7/1/2024 1:32,Downtown,Midtown,34.79,109.00,122.97,Credit Card,Completed,5.0,3.0,No,No,Sedan,Rainy,Medium,2,New
R003174,U4832,D610,6/1/2024 7:17,University,Suburbs,15.34,58.00,46.88,Credit Card,Completed,5.0,3.4,Yes,Yes,Shared,Clear,Low,6,Frequent
R003175,U9891,D565,1/1/2024 23:00,Suburbs,Suburbs,6.67,23.00,27.73,Cash,Completed,3.8,4.5,No,Yes,SUV,Clear,Medium,3,New
R003176,U6445,D214,4/1/2024 16:29,Suburbs,Downtown,10.74,39.00,40.51,Credit Card,Completed,4.0,3.0,No,No,Sedan,Rainy,Medium,10,Frequent
R003177,U2380,D335,6/1/2024 7:03,Airport,Airport,19.81,70.00,65.96,Cash,Completed,3.4,4.0,No,No,SUV,Clear,Low,10,Frequent
R003178,U7534,D437,2/1/2024 2:44,Suburbs,Midtown,20.45,52.00,63.08,Mobile Wallet,Completed,5.0,3.7,No,No,Sedan,Clear,Medium,4,Frequent
R003179,U4156,D621,6/1/2024 12:45,Downtown,Midtown,22.42,54.00,72.92,Mobile Wallet,Completed,5.0,4.2,Yes,No,SUV,Clear,Low,8,Returning
R003180,U5307,D298,6/1/2024 14:05,Midtown,Financial District,29.40,74.00,86.46,Mobile Wallet,Completed,4.4,3.4,No,Yes,Motorcycle,Foggy,Medium,10,Returning
R003181,U6634,D863,5/1/2024 7:43,Downtown,University,25.18,58.00,82.79,Credit Card,Completed,3.4,4.3,No,Yes,Sedan,Clear,Medium,8,Frequent
R003182,U9575,D149,7/1/2024 6:47,University,Financial District,9.87,27.00,33.04,Credit Card,Completed,3.6,5.0,No,No,SUV,Clear,Low,4,New
R003183,U6810,D241,4/1/2024 19:45,Mall,University,14.43,48.00,42.29,Mobile Wallet,Completed,4.1,3.7,Yes,No,Electric,Snowy,Medium,9,Returning
R003184,U9533,D882,1/1/2024 21:59,Midtown,Midtown,29.55,91.00,100.70,Credit Card,Completed,4.3,4.6,No,No,Shared,Rainy,Medium,3,Returning
R003185,U6934,D627,2/1/2024 18:03,Airport,Airport,22.54,76.00,73.51,Credit Card,Completed,3.8,3.5,No,No,Sedan,Foggy,High,7,Returning
R003186,U4109,D613,6/1/2024 20:45,Financial District,Suburbs,6.66,18.00,25.78,Mobile Wallet,Completed,3.9,3.6,No,Yes,Sedan,Thunderstorm,High,8,Frequent
R003187,U5082,D769,3/1/2024 21:06,Mall,Downtown,12.07,29.00,48.19,Credit Card,Canceled,2.3,3.4,No,Yes,Sedan,Clear,Medium,4,Frequent
R003188,U4240,D129,4/1/2024 19:43,Suburbs,Mall,27.90,67.00,103.36,Cash,Completed,4.6,3.0,No,Yes,SUV,Clear,Medium,4,Returning
R003189,U7028,D181,1/1/2024 14:53,Suburbs,University,6.85,22.00,30.26,Credit Card,Completed,3.7,4.9,Yes,Yes,Electric,Clear,Low,6,Frequent
R003190,U2849,D130,6/1/2024 14:32,University,Suburbs,24.50,57.00,90.36,Credit Card,No-show,1.4,1.2,No,No,SUV,Rainy,Low,4,Frequent
R003191,U9497,D847,4/1/2024 7:47,Downtown,Downtown,20.16,56.00,77.60,Cash,Completed,3.5,4.6,No,Yes,Shared,Rainy,High,2,Returning
R003192,U3749,D432,3/1/2024 17:37,Downtown,Airport,6.01,15.00,23.89,Cash,Completed,3.7,3.8,No,Yes,Sedan,Clear,High,3,New
R003193,U7680,D759,6/1/2024 4:20,Midtown,Midtown,24.42,81.00,68.00,Credit Card,Completed,3.0,4.0,No,No,Sedan,Clear,Low,1,Frequent
R003194,U1205,D276,3/1/2024 9:31,Suburbs,Airport,5.84,19.00,23.93,Mobile Wallet,Completed,4.8,3.3,No,No,Electric,Foggy,Medium,8,Frequent
R003195,U8352,D469,3/1/2024 21:10,Mall,University,14.55,40.00,46.08,Cash,No-show,3.0,2.3,No,No,Sedan,Foggy,Medium,9,Returning
R003196,U5591,D646,7/1/2024 0:09,University,Midtown,11.49,26.00,43.89,Credit Card,Completed,4.7,3.5,Yes,No,Motorcycle,Clear,Low,1,New
R003197,U4450,D634,3/1/2024 4:17,Mall,Financial District,24.46,59.00,87.04,Credit Card,Completed,4.6,3.9,No,No,Shared,Rainy,Medium,5,Returning
R003198,U8214,D205,5/1/2024 22:58,Airport,Downtown,27.60,81.00,93.60,Mobile Wallet,Completed,5.0,5.0,No,No,SUV,Rainy,Medium,6,New
R003199,U4811,D196,6/1/2024 22:00,Downtown,Financial District,6.72,27.00,23.21,Credit Card,Completed,3.3,3.1,No,No,SUV,Clear,Medium,3,New
R003200,U6141,D329,1/1/2024 22:30,Mall,Midtown,28.61,73.00,83.05,Cash,Completed,4.7,3.2,Yes,No,Sedan,Snowy,High,2,Returning
R003201,U9501,D326,3/1/2024 19:44,Suburbs,Mall,1.25,3.00,5.62,Credit Card,No-show,1.0,2.4,No,No,Electric,Rainy,High,3,Returning
R003202,U3708,D470,6/1/2024 13:38,Financial District,Downtown,19.02,46.00,68.47,Cash,Completed,3.8,3.4,No,Yes,SUV,Clear,High,4,Returning
R003203,U2991,D199,6/1/2024 19:17,University,Downtown,18.57,63.00,74.04,Credit Card,Completed,4.5,3.3,No,No,SUV,Foggy,Low,5,Returning
R003204,U9463,D544,7/1/2024 20:07,Midtown,Financial District,22.21,85.00,67.95,Credit Card,Canceled,3.2,1.4,No,No,Sedan,Rainy,Low,8,New
R003205,U4273,D567,7/1/2024 2:16,Downtown,Downtown,9.15,20.00,33.38,Credit Card,Completed,3.3,3.3,No,No,SUV,Clear,Medium,9,Returning
R003206,U5538,D154,4/1/2024 12:24,Downtown,Midtown,1.34,5.00,11.16,Cash,Canceled,1.8,3.3,No,No,Shared,Foggy,Medium,9,Frequent
R003207,U9712,D294,2/1/2024 7:50,Airport,Mall,16.46,49.00,51.55,Credit Card,No-show,1.5,3.0,No,No,SUV,Foggy,Low,5,Frequent
R003208,U4722,D619,7/1/2024 7:58,Downtown,University,3.43,13.00,17.78,Mobile Wallet,Canceled,2.5,1.8,No,No,Shared,Rainy,Medium,1,New
R003209,U4551,D523,5/1/2024 12:34,University,University,31.33,89.00,105.44,Credit Card,Completed,4.2,4.2,Yes,Yes,Shared,Foggy,Low,8,Returning
R003210,U3832,D414,7/1/2024 14:19,Suburbs,Midtown,6.90,14.00,29.65,Credit Card,Completed,3.4,4.6,No,No,SUV,Rainy,Medium,7,Frequent
R003211,U6679,D227,4/1/2024 23:30,Suburbs,Financial District,15.46,52.00,60.36,Credit Card,Completed,4.9,4.9,No,No,Sedan,Clear,High,10,New
R003212,U7579,D131,4/1/2024 22:13,Suburbs,Airport,15.76,57.00,48.34,Credit Card,Canceled,1.8,1.8,No,Yes,Sedan,Foggy,Medium,7,Frequent
R003213,U1152,D192,3/1/2024 4:06,Financial District,Midtown,19.80,75.00,68.35,Cash,Completed,4.9,3.2,No,No,SUV,Rainy,Medium,7,Returning
R003214,U6754,D618,1/1/2024 2:22,Financial District,University,27.61,87.00,80.67,Credit Card,No-show,3.1,3.0,No,No,Sedan,Clear,Low,10,New
R003215,U3800,D357,5/1/2024 6:31,Downtown,Midtown,17.05,38.00,49.59,Mobile Wallet,Canceled,2.7,2.8,No,No,SUV,Clear,Low,4,Frequent
R003216,U6310,D952,3/1/2024 13:54,Mall,Downtown,1.88,5.00,15.85,Credit Card,Completed,3.1,4.4,No,No,SUV,Clear,High,1,Frequent
R003217,U3610,D319,3/1/2024 5:20,Financial District,Downtown,27.22,97.00,77.49,Mobile Wallet,Canceled,2.1,3.3,No,No,SUV,Thunderstorm,High,10,Frequent
R003218,U2104,D851,7/1/2024 2:49,Mall,Midtown,3.79,11.00,14.70,Credit Card,Completed,4.6,4.8,Yes,Yes,Sedan,Clear,Low,8,Returning
R003219,U8361,D205,1/1/2024 14:44,Mall,Financial District,22.81,78.00,75.42,Cash,Completed,4.4,4.8,No,Yes,Electric,Clear,Medium,2,Frequent
R003220,U5199,D647,6/1/2024 16:07,Financial District,Airport,28.32,57.00,98.16,Credit Card,Completed,4.5,4.7,No,No,SUV,Clear,Low,3,New
R003221,U4854,D515,6/1/2024 4:49,Airport,Downtown,10.61,23.00,43.82,Credit Card,No-show,1.5,2.3,No,No,Sedan,Clear,Medium,7,Frequent
R003222,U8263,D656,3/1/2024 18:26,Financial District,University,16.27,55.00,50.55,Cash,Completed,3.8,3.6,No,Yes,Sedan,Rainy,Medium,6,Frequent
